charge_id,attempt_no,outcome
30064,1,fail
30067,1,fail
30068,1,fail
30069,1,fail
30071,1,success
30072,1,fail
30073,1,fail
30083,1,success
30085,1,success
30087,1,success
30092,1,fail
30096,1,fail
30131,1,fail
30144,1,success
30145,1,success
30146,1,fail
30149,1,fail
30150,1,success
30152,1,success
30153,1,success
30154,1,success
30155,1,fail
30178,1,fail
30183,1,success
30184,1,fail
30186,1,fail
30187,1,success
30188,1,fail
30190,1,success
30191,1,success
30192,1,success
30193,1,fail
30194,1,success
30212,1,fail
30217,1,success
30225,1,fail
30227,1,fail
30234,1,fail
30249,1,fail
30251,1,success
30252,1,fail
30261,1,success
30265,1,fail
30284,1,success
30287,1,success
30289,1,success
30290,1,fail
30292,1,fail
30294,1,fail
30296,1,success
30298,1,fail
30299,1,success
30300,1,success
30302,1,fail
30303,1,fail
30305,1,success
30308,1,success
30310,1,success
30311,1,fail
30313,1,fail
30316,1,fail
30317,1,success
30318,1,fail
30319,1,success
30320,1,success
30321,1,fail
30322,1,fail
30323,1,success
30324,1,success
30325,1,success
30326,1,success
30327,1,fail
30331,1,success
30334,1,fail
30342,1,fail
30359,1,success
30370,1,success
30375,1,success
30378,1,fail
30380,1,success
30382,1,success
30384,1,success
30385,1,fail
30388,1,fail
30391,1,success
30392,1,fail
30393,1,fail
30396,1,fail
30398,1,fail
30400,1,success
30404,1,fail
30411,1,fail
30428,1,success
30429,1,success
30431,1,fail
30433,1,fail
30435,1,fail
30440,1,fail
30441,1,fail
30442,1,fail
30443,1,fail
30444,1,success
30445,1,success
30446,1,success
30447,1,fail
30448,1,fail
30477,1,success
30483,1,success
30485,1,success
30497,1,success
30502,1,fail
30518,1,fail
30519,1,fail
30525,1,fail
30528,1,fail
30539,1,fail
30540,1,success
30541,1,fail
30543,1,success
30544,1,fail
30570,1,fail
30572,1,success
30574,1,fail
30575,1,success
30578,1,success
30585,1,fail
30601,1,success
30676,1,success
30678,1,fail
30679,1,fail
30680,1,success
30681,1,success
30683,1,fail
30693,1,fail
30694,1,fail
30695,1,fail
30696,1,fail
30698,1,success
30699,1,success
30700,1,success
30701,1,fail
30706,1,success
30708,1,success
30709,1,fail
30712,1,success
30717,1,success
30721,1,success
30724,1,fail
30726,1,success
30727,1,success
30729,1,fail
30730,1,success
30731,1,success
30732,1,success
30733,1,success
30734,1,success
30735,1,success
30736,1,fail
30737,1,fail
30738,1,success
30744,1,success
30748,1,fail
30751,1,fail
30768,1,success
30779,1,fail
30780,1,success
30781,1,fail
30782,1,success
30783,1,fail
30784,1,success
30785,1,success
30788,1,success
30808,1,fail
30810,1,fail
30811,1,fail
30812,1,success
30813,1,fail
30825,1,success
30827,1,success
30829,1,fail
30831,1,success
30832,1,fail
30833,1,success
30850,1,fail
30898,1,success
30900,1,fail
30918,1,success
30919,1,success
30923,1,success
30931,1,success
30943,1,fail
30945,1,success
30984,1,fail
30985,1,fail
30987,1,success
30989,1,success
30990,1,fail
30991,1,fail
30993,1,success
30996,1,fail
30997,1,fail
31000,1,fail
31003,1,fail
31005,1,success
31006,1,success
31007,1,success
31012,1,fail
31016,1,fail
31025,1,success
31033,1,fail
31046,1,fail
31050,1,success
31053,1,success
31054,1,fail
31055,1,success
31058,1,success
31060,1,success
31064,1,success
31070,1,success
31073,1,fail
31074,1,success
31080,1,fail
31081,1,fail
31086,1,fail
31087,1,fail
31089,1,success
31090,1,fail
31108,1,success
31109,1,success
31121,1,success
31135,1,success
31145,1,success
31168,1,success
31177,1,fail
31178,1,success
31179,1,success
31181,1,fail
31182,1,success
31187,1,success
31203,1,success
31218,1,success
31220,1,fail
31222,1,fail
31231,1,success
31239,1,success
31251,1,success
31253,1,success
31269,1,success
31270,1,fail
31275,1,fail
31276,1,success
31277,1,success
31278,1,success
31279,1,fail
31280,1,fail
31282,1,fail
31284,1,success
31285,1,fail
31291,1,success
31292,1,success
31295,1,fail
31303,1,fail
31322,1,fail
31335,1,fail
31342,1,success
31346,1,success
31353,1,fail
31363,1,success
31366,1,fail
31367,1,success
31368,1,success
31369,1,fail
31370,1,fail
31371,1,success
31372,1,success
31374,1,success
31405,1,success
31406,1,success
31411,1,success
31414,1,fail
31435,1,fail
31439,1,success
31440,1,success
31444,1,fail
31446,1,success
31447,1,success
31448,1,success
31449,1,success
31450,1,fail
31452,1,success
31454,1,fail
31458,1,fail
31469,1,fail
31492,1,fail
31493,1,success
31494,1,fail
31495,1,success
31496,1,fail
31497,1,success
31498,1,fail
31501,1,success
31502,1,fail
31503,1,fail
31517,1,fail
31520,1,fail
31522,1,success
31524,1,success
31525,1,success
31529,1,fail
31535,1,success
31541,1,fail
31542,1,success
31543,1,success
31545,1,fail
31561,1,fail
31572,1,fail
31573,1,success
31574,1,fail
31575,1,success
31577,1,success
31593,1,success
31596,1,success
31598,1,fail
31599,1,success
31600,1,success
31601,1,success
31602,1,success
31603,1,fail
31641,1,success
31643,1,success
31664,1,success
31668,1,fail
31669,1,success
31670,1,fail
31676,1,success
31689,1,fail
31691,1,fail
31698,1,success
31699,1,success
31718,1,success
31726,1,success
31731,1,success
31741,1,fail
31755,1,success
31768,1,fail
31769,1,fail
31772,1,success
31773,1,fail
31778,1,fail
31780,1,fail
31782,1,success
31783,1,success
31785,1,fail
31786,1,fail
31787,1,success
31838,1,fail
31850,1,success
31853,1,fail
31854,1,success
31855,1,success
31856,1,success
31857,1,success
31858,1,fail
31859,1,fail
31862,1,fail
31863,1,fail
31865,1,success
31866,1,success
31870,1,success
31871,1,fail
31875,1,fail
31879,1,success
31880,1,success
31886,1,fail
31890,1,success
31892,1,fail
31908,1,success
31913,1,fail
31919,1,success
31927,1,success
31930,1,fail
31944,1,fail
31947,1,success
31948,1,fail
31953,1,success
31959,1,fail
31985,1,fail
31988,1,success
31992,1,success
31993,1,fail
32002,1,fail
32005,1,fail
32007,1,success
32022,1,success
32023,1,success
32025,1,fail
32032,1,success
32033,1,success
32034,1,fail
32035,1,fail
32046,1,fail
32048,1,success
32049,1,fail
32059,1,success
32074,1,fail
32078,1,fail
32082,1,success
32087,1,success
32088,1,success
32089,1,fail
32090,1,success
32095,1,fail
32097,1,fail
32098,1,success
32102,1,success
32103,1,success
32104,1,success
32107,1,success
32111,1,fail
32113,1,fail
32117,1,fail
32118,1,success
32119,1,fail
32120,1,success
32126,1,fail
32127,1,fail
32128,1,fail
32129,1,success
32132,1,success
32170,1,success
32176,1,success
32222,1,success
32225,1,fail
32238,1,success
32243,1,fail
32248,1,success
32251,1,success
32254,1,success
32257,1,success
32258,1,success
32260,1,success
32261,1,fail
32263,1,fail
32264,1,success
32269,1,fail
32270,1,success
32277,1,success
32278,1,success
32294,1,success
32308,1,success
32309,1,fail
32312,1,fail
32313,1,success
32315,1,fail
32319,1,fail
32335,1,fail
32338,1,success
32400,1,success
32404,1,success
32407,1,fail
32419,1,success
32421,1,success
32422,1,success
32428,1,fail
32433,1,success
32439,1,fail
32442,1,fail
32444,1,fail
32447,1,success
32450,1,fail
32466,1,success
32468,1,success
32495,1,success
32516,1,fail
32534,1,success
32535,1,success
32542,1,fail
32551,1,success
32554,1,fail
32557,1,success
32576,1,success
32598,1,success
32605,1,fail
32607,1,success
32608,1,success
32609,1,fail
32615,1,fail
32618,1,success
32621,1,fail
32626,1,success
32628,1,success
32630,1,success
32631,1,fail
32632,1,success
32633,1,success
32635,1,success
32647,1,fail
32652,1,success
32656,1,success
32678,1,fail
32720,1,success
32721,1,success
32726,1,fail
32740,1,success
32743,1,success
32754,1,success
32755,1,fail
32759,1,fail
32763,1,success
32783,1,success
32788,1,fail
32789,1,fail
32796,1,success
32798,1,success
32801,1,success
32802,1,success
32805,1,success
32807,1,success
32809,1,success
32814,1,success
32817,1,fail
32821,1,success
32826,1,fail
32828,1,success
32829,1,fail
32830,1,fail
32831,1,success
32832,1,success
32837,1,fail
32838,1,fail
32840,1,success
32842,1,fail
32852,1,success
32856,1,fail
32857,1,success
32867,1,success
32871,1,fail
32892,1,fail
32904,1,success
32906,1,fail
32917,1,fail
32920,1,success
32928,1,success
32929,1,fail
32931,1,fail
32932,1,success
32933,1,fail
32935,1,success
32953,1,success
32954,1,success
32956,1,success
32960,1,success
32961,1,success
32962,1,success
32963,1,success
32977,1,fail
32978,1,fail
32979,1,success
32995,1,success
32997,1,success
33004,1,success
33008,1,success
33010,1,success
33011,1,success
33013,1,success
33015,1,success
33016,1,fail
33018,1,success
33019,1,success
33031,1,success
33035,1,success
33036,1,success
33037,1,success
33043,1,fail
33047,1,success
33060,1,fail
33062,1,success
33066,1,success
33073,1,fail
33076,1,success
33077,1,fail
33084,1,success
33085,1,fail
33086,1,success
33088,1,success
33092,1,success
33095,1,fail
33098,1,fail
33099,1,fail
33100,1,success
33105,1,fail
33107,1,fail
33108,1,fail
33158,1,success
33159,1,fail
33160,1,success
33168,1,fail
33173,1,fail
33176,1,fail
33190,1,success
33193,1,fail
33194,1,success
33195,1,success
33196,1,fail
33198,1,fail
33200,1,fail
33202,1,success
33203,1,success
33204,1,success
33206,1,success
33210,1,fail
33211,1,success
33213,1,success
33214,1,fail
33215,1,success
33216,1,success
33217,1,fail
33218,1,fail
33230,1,fail
33263,1,fail
33270,1,success
33276,1,success
33305,1,success
33307,1,fail
33311,1,success
33312,1,fail
33313,1,success
33314,1,success
33317,1,fail
33318,1,success
33319,1,success
33322,1,success
33325,1,success
33326,1,fail
33329,1,success
33331,1,fail
33332,1,success
33333,1,fail
33335,1,success
33336,1,fail
33337,1,success
33338,1,success
33341,1,success
33346,1,success
33359,1,fail
33372,1,fail
33373,1,fail
33376,1,fail
33398,1,success
33403,1,success
33408,1,success
33413,1,fail
33416,1,success
33429,1,fail
33435,1,success
33445,1,success
33448,1,success
33450,1,success
33464,1,fail
33468,1,success
33469,1,success
33470,1,success
33478,1,fail
33479,1,fail
33491,1,success
33505,1,success
33508,1,success
33518,1,success
33519,1,success
33527,1,fail
33529,1,fail
33540,1,success
33541,1,success
33550,1,success
33571,1,fail
33576,1,success
33581,1,success
33588,1,success
33589,1,fail
33592,1,fail
33595,1,success
33599,1,success
33601,1,fail
33603,1,success
33608,1,fail
33615,1,fail
33616,1,success
33617,1,success
33620,1,success
33622,1,success
33623,1,fail
33626,1,success
33627,1,success
33629,1,fail
33631,1,fail
33633,1,success
33634,1,fail
33635,1,success
33638,1,success
33639,1,success
33641,1,success
33642,1,success
33643,1,success
33645,1,success
33647,1,fail
33648,1,success
33649,1,fail
33650,1,fail
33651,1,fail
33652,1,fail
33658,1,fail
33659,1,fail
33674,1,success
33675,1,success
33710,1,success
33732,1,fail
33733,1,success
33734,1,success
33742,1,success
33746,1,success
33752,1,success
33757,1,fail
33766,1,fail
33767,1,success
33769,1,success
33770,1,fail
33800,1,success
33826,1,fail
33840,1,fail
33856,1,fail
33858,1,success
33878,1,fail
33884,1,fail
33889,1,success
33927,1,success
33933,1,fail
33970,1,fail
33976,1,success
33986,1,success
33987,1,success
33989,1,success
33992,1,fail
34001,1,fail
34003,1,fail
34005,1,success
34006,1,success
34009,1,success
34010,1,success
34025,1,success
34026,1,success
34027,1,fail
34052,1,success
34057,1,success
34072,1,success
34081,1,fail
34083,1,success
34084,1,success
34085,1,success
34094,1,success
34095,1,success
34097,1,success
34102,1,success
34103,1,success
34104,1,success
34105,1,success
34106,1,success
34107,1,success
34108,1,success
34109,1,success
34111,1,fail
34112,1,success
34114,1,success
34115,1,success
34116,1,fail
34118,1,fail
34119,1,fail
34120,1,success
34125,1,fail
34126,1,fail
34129,1,success
34134,1,success
34150,1,fail
34153,1,fail
34161,1,success
34170,1,fail
34185,1,success
34186,1,success
34190,1,success
34193,1,success
34196,1,fail
34199,1,success
34200,1,fail
34204,1,fail
34205,1,success
34209,1,fail
34213,1,success
34214,1,success
34215,1,fail
34217,1,fail
34254,1,fail
34280,1,fail
34285,1,success
34301,1,success
34302,1,fail
34304,1,success
34305,1,fail
34317,1,success
34356,1,success
34362,1,success
34372,1,success
34378,1,success
34379,1,fail
34380,1,success
34381,1,success
34382,1,success
34396,1,fail
34399,1,success
34400,1,success
34403,1,success
34404,1,fail
34419,1,fail
34476,1,fail
34483,1,success
34484,1,success
34486,1,success
34493,1,success
34513,1,fail
34525,1,success
34536,1,success
34538,1,success
34540,1,fail
34541,1,success
34542,1,fail
34543,1,fail
34544,1,fail
34546,1,fail
34548,1,success
34550,1,success
34552,1,success
34561,1,success
34563,1,fail
34567,1,success
34569,1,success
34570,1,success
34585,1,success
34586,1,success
34587,1,fail
34588,1,success
34589,1,fail
34590,1,fail
34591,1,fail
34592,1,success
34595,1,fail
34597,1,fail
34598,1,fail
34601,1,success
34603,1,fail
34604,1,success
34605,1,success
34613,1,success
34615,1,success
34616,1,fail
34619,1,success
34626,1,success
34637,1,success
34641,1,success
34658,1,success
34689,1,success
34700,1,success
34702,1,success
34709,1,success
34727,1,fail
34737,1,success
34745,1,fail
34750,1,success
34751,1,success
34774,1,success
34776,1,fail
34788,1,success
34791,1,fail
34823,1,success
34831,1,success
